Status,Disbursement,Date of Disbursement,YEAR of Disbursement,Contract,Gender,Repeat SME,"Last Study
Date","Date of creation 
of the Health SME",Average Age of the SME (years),"Specialty of the 
Medical Equipment",SPECIALTY GROUP,Brand,Model,Year,Serial Number, Equipment Value ($ Mexican Pesos) , Equipment Value (€ Euro) ,"Number of 
Consultations per Day","Number of 
Consultations per Month",Income per Consultation (MXN),Patients (BACKBONE),Pacientes (Monthly Consultations times 6?),Number of Surgeries or Treatments per Month,Income per Surgeries or Treatments (MXN),Number of Childbirths per Month,CLINIC SIZE BACKBONE,Clinic Size,% of Patients with Middle-Low to Low Income,"Number of Beds 
 Ambulatory or for Hospitalization",Number of Doctors,Non Medical Staff,Total Staff,Attends Patients with Health Insurance,Location of the Health SME,ZIP CODE,REGION (BACKBONE),Country,State,Municipality,City,Address,Instagram,Facebook,LinkedIn,Web Page,Final_Address,latitud,longitud,Alt_Address_1,Alt_Address_2,geometry,index_right,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVEGEO,AMBITO,POBTOT,VIVTOT,PEA,P_12YMAS,PDER_SS,VPH_C_SERV,PRO_OCUP_C,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_PC,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,Clave de entidad,Entidad federativa,clave_municipio,Municipio,Pobreza_Porcentaje_2020,Pobreza_extrema_Porcentaje2020,Carencia_acceso_seguridad_social_Porcentaje2020,Carencia_acceso_alimentación_Porcentaje2020,Rezago_educativo_Porcentaje2020,tasa_empleo,NSE_score,NSE,precio_promedio
Paid Off,déc.-24,31/12/2024,2024,MS4042-001,Man,No,-,3/1/2018,"7,00",Ophthalmology,Ophthalmology,isem ,Kuqpe OU,2024,24 16 3489 4001441   ," $ 85 155,19 "," $ 3 899,05 ",34,680," $ 620,00 ",  2 040 ,4080,56," $ 22 000,00 ",,Micro,Micro,15%,0,2,1,3,Yes,Urban,64460,NorthEast,Mexico,Nuevo León,Monterrey,Monterrey,"Monterrey, Nuevo León, Mexico",https://opticayoftalmologia.com/oftalmologo-en-monterrey/,https://www.facebook.com/OftalmologosDres.Lopez,https://www.doctoralia.com.mx/everardo-cipriano-lopez-chavez-2/oftalmologo/nuevo-leon,,"SIMON BOLIVAR 1913, Monterrey, Nuevo León, Mexico",25.6999143,-100.3429225,"MONTERREY, NUEVO LEÓN, MEXICO","NUEVO LEÓN, MEXICO",POINT (-100.3429225 25.6999143),39141,19,039,0001,0902,1903900010902,Urbana,3066,1243,1486.0,2829.0,2566.0,1073.0,0.58,1072.0,987.0,963.0,871.0,843.0,972.0,691.0,594.0,279.0,19.0,Nuevo León,39.0,Monterrey,19.2234808152,1.7653326618,41.9833891638,11.9565698913,10.1070453321,0.5252739483916579,25.770796466570555,Alto,975.0
Paid Off,déc.-24,31/12/2024,2024,MS4047-001,Man,No,-,1/1/2011,"14,01",Odontology,Odontology,SIRONA,primeconnect,2024,806072," $ 331 000,00 "," $ 15 155,68 ",48,960," $ 570,00 ",  2 880 ,5760,96," $ 9 000,00 ",,Small,Small,40%,3,3,7,10,No,Urban,58020,West-Bajio,Mexico,Michoacán de Ocampo,Morelia,Morelia,"Morelia, Michoacán de Ocampo, Mexico",,https://www.facebook.com/dentistasenmoreliamx/?ref=page_internal,,,"GERTRUDIS BOCANEGRA 1036, Morelia, Michoacán de Ocampo, Mexico",19.6602585,-101.2162415,"MORELIA, MICHOACÁN DE OCAMPO, MEXICO","MICHOACÁN DE OCAMPO, MEXICO",POINT (-101.2162415 19.6602585),33792,16,053,0001,1893,1605300011893,Urbana,1667,564,848.0,1416.0,1223.0,495.0,0.64,488.0,460.0,401.0,416.0,402.0,409.0,317.0,268.0,150.0,16.0,Michoacán de Ocampo,53.0,Morelia,27.2546418088,3.4073044699,47.1041067888,14.7640759608,14.0436315566,0.5988700564971752,24.41494668979618,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS4063-001,Woman,Yes - Include,-,1/2/1995,"29,93",Ophthalmology,Ophthalmology,MEDIWORKS,s390,2024,S390L-J202211063-01-00011 ," $ 211 037,00 "," $ 9 662,87 ",17,340," $ 620,00 ",  1 020 ,1020,28," $ 28,00 ",,Micro,Micro,65%,0,1,4,5,Yes,Urban,60080,West-Bajio,Mexico,Michoacán de Ocampo,Uruapan,Uruapan,"Uruapan, Michoacán de Ocampo, Mexico",https://www.instagram.com/clinica_siol/?hl=es,https://www.facebook.com/ClinicaSIOL/photos_by?locale=es_LA,https://siol.mx/inicio/,,"CALLE GRAN PARADA 19, Uruapan, Michoacán de Ocampo, Mexico",19.4088172,-102.0517499,"URUAPAN, MICHOACÁN DE OCAMPO, MEXICO","MICHOACÁN DE OCAMPO, MEXICO",POINT (-102.0517499 19.4088172),34841,16,102,0001,1067,1610200011067,Urbana,2899,910,1560.0,2337.0,1574.0,804.0,0.98,735.0,634.0,421.0,393.0,298.0,473.0,481.0,129.0,91.0,16.0,Michoacán de Ocampo,102.0,Uruapan,42.1475574411,8.0180204875,59.5756388533,20.5804623404,20.7964086593,0.6675224646983312,8.652962808349079,Medio,
Active,déc.-24,31/12/2024,2024,MS4064-001,Man,No,-,1/1/2017,"8,00",Ophthalmology,Ophthalmology,VISIONIX,"Vx650, PTS 2000 y Foroptero",2024,6500828," $ 1 325 021,49 "," $ 60 669,48 ",17,340," $ 620,00 ",  1 020 ,1020,28," $ 28,00 ",,Micro,Micro,90%,0,1,1,2,No,Urban,91000,South,Mexico,Veracruz de Ignacio de la Llave,Xalapa,Xalapa-Enríquez,"Xalapa, Veracruz de Ignacio de la Llave, Mexico",,https://www.facebook.com/profile.php?id=100083370459282,https://www.doctoralia.com.mx/arturo-hernandez-esquivel/oftalmologo/xalapa#address-id=%5B412421%2C415049%5D&filters%5Bservices%5D%5B%5D=391,,"CALLE REVOLUCIÓN 203, Xalapa, Veracruz de Ignacio de la Llave, Mexico",19.5471672,-96.8745885,"XALAPA, VERACRUZ DE IGNACIO DE LA LLAVE, MEXICO","VERACRUZ DE IGNACIO DE LA LLAVE, MEXICO",POINT (-96.8745885 19.5471672),59149,30,087,0018,1410,3008700181410,Urbana,3931,1413,1857.0,3109.0,2791.0,1068.0,1.06,915.0,628.0,398.0,312.0,236.0,656.0,278.0,65.0,44.0,30.0,Veracruz de Ignacio de la Llave,87.0,Xalapa,38.2822275542,4.5080406919,57.2928431422,11.7075215233,13.5238662211,0.5972981666130589,2.502505698980245,Bajo-Alto,
Active,déc.-24,31/12/2024,2024,MS4092-001,Enterprise,No,-,1/1/2014,"11,01",Odontology,Odontology,SIRONA,PRIMEMILL CON SW INLAB CAD CAM,2024,"607249, 230187 , SLI210624-1 "," $ 921 105,46 "," $ 42 175,16 ",38,760," $ 570,00 ",  2 280 ,2280,64," $ 64,00 ",,Micro,Micro,25%,0,2,2,4,Yes,Urban,44670,West-Bajio,Mexico,Jalisco,Guadalajara,Guadalajara,"Guadalajara, Jalisco, Mexico",https://www.instagram.com/cabdental/?hl=es,https://www.facebook.com/Cabdental/?locale=es_LA,https://www.cabdental.com/,,"AVENIDA TERRANOVA 563, Guadalajara, Jalisco, Mexico",20.6852906,-103.3872255,"GUADALAJARA, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-103.3872255 20.6852906),24031,14,039,0001,0929,1403900010929,Urbana,2565,1171,1635.0,2387.0,1926.0,995.0,0.52,990.0,913.0,884.0,849.0,837.0,940.0,753.0,681.0,211.0,14.0,Jalisco,39.0,Guadalajara,24.8215832086,1.5320315743,40.7200479142,9.9275705011,9.4161766126,0.6849602010892334,27.962983340663875,Alto,975.5106382978723
Paid Off,déc.-24,31/12/2024,2024,MS4093-001,Woman,No,-,1/1/2011,"14,01",Ophthalmology,Ophthalmology,mediworks, S390 LM + Sillón Oftálmico ,2024,S390L-J202311071-01-00003," $ 248 060,80 "," $ 11 358,10 ",51,1020," $ 620,00 ",  3 060 ,6120,84," $ 22 000,00 ",,Micro,Micro,70%,0,3,2,5,No,Urban,90357,Center,Mexico,Tlaxcala,Apizaco,Apizaco,"Apizaco, Tlaxcala, Mexico",https://www.instagram.com/draanapaolaoftalmo/,https://www.facebook.com/AnaPaoOftalmo,https://www.doctoralia.com.mx/ana-paola-lopez-venegas/oftalmologo/apizaco,,"Calle Centenario 405, Apizaco, Tlaxcala, Mexico",19.4099687,-98.1483876,"APIZACO, TLAXCALA, MEXICO","TLAXCALA, MEXICO",POINT (-98.1483876 19.4099687),57190,29,005,0001,0096,2900500010096,Urbana,3347,1244,1736.0,2802.0,2399.0,1017.0,0.77,900.0,738.0,517.0,468.0,441.0,597.0,678.0,163.0,111.0,29.0,Tlaxcala,5.0,Apizaco,44.1998121302,3.5112936225,55.4558634526,23.3620120789,7.9043543927,0.6195574589578873,9.901096414588292,Medio,
Paid Off,déc.-24,31/12/2024,2024,MS4105-001,Enterprise,No,-,1/1/2013,"12,01",Odontology,Odontology,SIRONA,MCX + Speedfire,2024,"244058, 218986, 509729 "," $ 639 218,00 "," $ 29 268,22 ",38,760," $ 570,00 ",  2 280 ,4560,64," $ 9 000,00 ",,Micro,Micro,30%,0,2,2,4,Yes,Urban,31000,NorthWest,Mexico,Chihuahua,Chihuahua,Chihuahua,"Chihuahua, Chihuahua, Mexico",https://www.instagram.com/dentaldelparque_cuu?igsh=bGR4dWE3cGV6OGd0,https://www.facebook.com/opinionmedica/posts/dr-gabriel-altamirano-arregu%C3%ADimplantes-dentales-pr%C3%B3tesis-implantosoportadas-odon/1535791469769594/?_rdr,https://facebook.com/people/Dental-Del-Parque-Christus-Muguerza/100077000127142/?mibextid=LQQJ4d,,"CALLE DE LA LLAVE 1419, Chihuahua, Chihuahua, Mexico",31.6761799,-106.3623149,"CHIHUAHUA, CHIHUAHUA, MEXICO","CHIHUAHUA, MEXICO",POINT (-106.3623149 31.6761799),10297,08,037,0001,7061,0803700017061,Urbana,4168,1495,2333.0,3459.0,3426.0,1316.0,0.63,1313.0,1282.0,1244.0,1298.0,1199.0,1268.0,571.0,994.0,637.0,8.0,Chihuahua,37.0,Juárez,23.7043654665,2.1636802209,34.2784777252,11.7318948958,12.0632892368,0.6744723908644117,32.1126451401257,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS4106-001,Woman,No,-,1/1/1993,"32,02",Odontology,Odontology,SIRONA,Primescan Connect ,2024,"806615 , "," $ 331 000,00 "," $ 15 155,68 ",32,640," $ 570,00 ",  1 920 ,1920,64," $ 64,00 ",,Micro,Micro,70%,0,2,2,4,Yes,Urban,58140,West-Bajio,Mexico,Michoacán de Ocampo,Morelia,Morelia,"Morelia, Michoacán de Ocampo, Mexico",https://www.instagram.com/artdent_soi/,https://www.facebook.com/p/Artdent-100038284196469/?_rdr,https://www.doctoralia.com.mx/marilu-vazquez-alanis/dentista-odontologo/morelia,,"CALLE SEXTA 436, Morelia, Michoacán de Ocampo, Mexico",19.7133267,-101.2224991,"MORELIA, MICHOACÁN DE OCAMPO, MEXICO","MICHOACÁN DE OCAMPO, MEXICO",POINT (-101.2224991 19.7133267),33488,16,053,0001,0664,1605300010664,Urbana,4468,1488,2457.0,3814.0,2977.0,1271.0,0.8,1231.0,1102.0,790.0,796.0,673.0,899.0,726.0,267.0,191.0,16.0,Michoacán de Ocampo,53.0,Morelia,27.2546418088,3.4073044699,47.1041067888,14.7640759608,14.0436315566,0.6442055584687991,15.70802361143959,Medio-Alto,
Paid Off,déc.-24,31/12/2024,2024,MS4112-001,Man,Yes,-,1/1/2014,"11,01",Ophthalmology,Ophthalmology,icare,Icare Home 2,2024,2341AH004                      ," $ 49 982,40 "," $ 2 288,57 ",17,340," $ 620,00 ",  1 020 ,2040,28," $ 22 000,00 ",,Micro,Micro,20%,0,1,3,4,Yes,Urban,3100,Center,Mexico,Ciudad de México,Benito Juárez,Ciudad de México,"Benito Juárez, Ciudad de México, Mexico",https://www.instagram.com/dr.isaaclozano/?hl=es,https://kindoc.com.mx/,https://www.doctoralia.com.mx/rodrigo-isaac-lozano-garza/oftalmologo/ciudad-de-mexico,,"Patricio Sanz 1025, Benito Juárez, Ciudad de México, Mexico",19.3800455,-99.1731154,"BENITO JUÁREZ, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1731154 19.3800455),12973,09,014,0001,0596,0901400010596,Urbana,3156,1457,1949.0,2885.0,2316.0,1287.0,0.48,1281.0,1205.0,1132.0,1041.0,1145.0,1226.0,1055.0,791.0,306.0,9.0,Ciudad de México,14.0,Benito Juárez,7.8838259079,0.3122662478,32.5983279742,5.6773679634,2.8708930878,0.6755632582322357,32.38051779587967,Alto,1960.0
Paid Off,déc.-24,31/12/2024,2024,MS4128-001,Woman,No,-,1/6/2009,"15,59",Ophthalmology,Ophthalmology,MEDIWORKS,S390,2024,S390L-J202401440-01-00017 ," $ 211 036,80 "," $ 9 662,86 ",17,340," $ 270,00 ",  1 020 ,1020,28," $ 28,00 ",,Micro,Micro,85%,0,1,4,5,Yes,Rural,55885,Center,Mexico,México,Acolman,Acolman,"Acolman, México, Mexico",https://www.tiktok.com/@ultravisionmexico,https://www.facebook.com/IPNUltravision?mibextid=LQQJ4d&rdid=2PECHgOQiJpxjGRp&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2FT71Zx4v1AbzGnc8Q%2F%3Fmibextid%3DLQQJ4d,https://www.doctoralia.com.mx/jeanette-gonzalez-mejia/optometrista/acolman,,"CALLE PLAZA PRINCIPAL 2, Acolman, México, Mexico",19.6391944,-98.9111748,"ACOLMAN, MÉXICO, MEXICO","MÉXICO, MEXICO",POINT (-98.9111748 19.6391944),28002,15,002,0001,0228,1500200010228,Urbana,2613,818,1259.0,2161.0,1763.0,711.0,0.86,673.0,595.0,424.0,381.0,311.0,433.0,218.0,130.0,88.0,15.0,México,2.0,Acolman,54.6639922159,9.8858915771,67.8975725603,25.6083609176,9.8521314323,0.5826006478482184,8.005851717093394,Medio-Bajo,
Paid Off,déc.-24,31/12/2024,2024,MS4131-001,Man,No,-,4/1/2018,"6,99",Ophthalmology,Ophthalmology,icare,Icare IC100,2024,2411AJ154                      ," $ 82 656,08 "," $ 3 784,62 ",17,340," $ 620,00 ",  1 020 ,2040,28," $ 22 000,00 ",,Micro,Micro,70%,0,1,1,2,No,Urban,54800,Center,Mexico,México,Cuautitlán,Cuautitlán,"Cuautitlán, México, Mexico",https://www.dralejandrorivera.com/acerca-del-dr-ri,,https://www.doctoralia.com.mx/hugo-alejandro-carrera-rivera/oftalmologo-oftalmologo-pediatrico/cuautitlan,,"CALLE DEL CIPRES 4, Cuautitlán, México, Mexico",19.6760677,-99.179803,"CUAUTITLÁN, MÉXICO, MEXICO","MÉXICO, MEXICO",POINT (-99.179803 19.6760677),28484,15,024,0001,0028,1502400010028,Urbana,3444,1147,1755.0,3120.0,2231.0,1041.0,0.69,1008.0,900.0,718.0,628.0,634.0,777.0,408.0,348.0,204.0,15.0,México,24.0,Cuautitlán,34.1182412038,2.9564408076,42.4835102961,18.3660993267,6.4758533088,0.5625,18.121998353254856,Medio-Alto,1200.0
Active,déc.-24,31/12/2024,2024,MS4137-001,Enterprise,No,-,1/1/2010,"15,01",Ophthalmology,Ophthalmology,optopol,REVO 60,2024,0," $ 1 210 304,30 "," $ 55 416,86 ",133,2660," $ 620,00 ",  7 980 ,7980,196," $ 196,00 ",,Small,Small,10%,5,7,4,11,Yes,Urban,6100,Center,Mexico,Ciudad de México,Cuauhtémoc,Ciudad de México,"Cuauhtémoc, Ciudad de México, Mexico",https://www.instagram.com/enlace.visual?igsh=MXhrb2JpcDFsYWxjbQ==,https://www.facebook.com/oftalmologosencdmx,https://enlacevisual.com.mx/,,"AVENIDA INSURGENTES 427, Cuauhtémoc, Ciudad de México, Mexico",19.4074184,-99.1684252,"CUAUHTÉMOC, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1684252 19.4074184),13142,09,015,0001,1341,0901500011341,Urbana,3497,2191,2594.0,3200.0,2755.0,1602.0,0.51,1579.0,1432.0,1259.0,978.0,1413.0,1511.0,1000.0,1157.0,429.0,9.0,Ciudad de México,15.0,Cuauhtémoc,20.8925468273,2.4507531679,42.3169907628,12.6231730143,5.8782568889,0.810625,23.524748031197852,Alto,1251.7407407407406
Active,sept.-25,31/09/2025,2025,MS4142-002,Man,No,,31/1/2007,"18,97",Odontology,Odontology,SIRONA,Escáner intraoral Omnicam AF,2025,2565 ," $ 243 000,00 "," $ 11 853,66 ",14,280," $ 570,00 ",  840 ,840,32," $ 9 000,00 ",,Micro,Micro,42%,1,1,3,4,Yes,Urban,55120,Center,Mexico,Ciudad de México,Cuauhtémoc,Ciudad de México,"Cuauhtémoc, Ciudad de México, Mexico",https://www.instagram.com/odontolight.com.mx/,https://www.facebook.com/UnidadMedicaIKIGAI,,,"Avenida Insurgentes Sur 400, Cuauhtémoc, Ciudad de México, Mexico",19.4226425,-99.1632042,"CUAUHTÉMOC, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1632042 19.4226425),13176,09,015,0001,1002,0901500011002,Urbana,2701,1479,1993.0,2524.0,2180.0,1205.0,0.49,1190.0,1088.0,914.0,735.0,1067.0,1127.0,827.0,898.0,301.0,9.0,Ciudad de México,15.0,Cuauhtémoc,20.8925468273,2.4507531679,42.3169907628,12.6231730143,5.8782568889,0.7896196513470681,27.121603511812292,Alto,818.0909090909091
Paid Off,déc.-24,31/12/2024,2024,MS4147-001,Man,No,-,1/3/2015,"9,84",Ophthalmology,Ophthalmology,mediworks,Camara de fondo FC,2024,"S390L-J202401440-01-00019, FC161-J202401439-01-00002 "," $ 322 108,80 "," $ 14 748,57 ",17,340," $ 620,00 ",  1 020 ,2040,28," $ 22 000,00 ",,Micro,Micro,15%,0,1,2,3,Yes,Urban,66220,NorthEast,Mexico,Nuevo León,San Pedro Garza García,San Pedro Garza García,"San Pedro Garza García, Nuevo León, Mexico",https://www.instagram.com/dr.villarreal.oftalmologia/,,https://www.instagram.com/dr.villarreal.oftalmologia/,,"RIO COLORADO 353, San Pedro Garza García, Nuevo León, Mexico",25.6575343,-100.3594842,"SAN PEDRO GARZA GARCÍA, NUEVO LEÓN, MEXICO","NUEVO LEÓN, MEXICO",POINT (-100.3594842 25.6575343),37996,19,019,0001,0083,1901900010083,Urbana,1374,676,784.0,1279.0,1266.0,569.0,0.47,569.0,563.0,531.0,531.0,506.0,548.0,462.0,381.0,134.0,19.0,Nuevo León,19.0,San Pedro Garza García,5.4509509601,0.2847287207,44.0611710983,2.9815263944,3.5729670256,0.6129788897576232,32.251985699039636,Alto,1545.4545454545455
Paid Off,déc.-24,31/12/2024,2024,MS4160-001,Enterprise,No,-,1/3/2019,"5,84",Odontology,Odontology,SIRONA,MCX + Horno Speed Fire,2024,"244052, 230186 , 509716 "," $ 639 218,00 "," $ 29 268,22 ",114,2280," $ 570,00 ",  6 840 ,6840,192," $ 192,00 ",,Small,Small,55%,0,6,6,12,Yes,Urban,52176,Center,Mexico,México,Metepec,Metepec,"Metepec, México, Mexico",,https://www.facebook.com/profile.php?id=100027853495753,https://www.youtube.com/watch?v=YwEBQN8nqe0,,"ATIZAPAN 48, Metepec, México, Mexico",19.2290519,-99.5576567,"METEPEC, MÉXICO, MEXICO","MÉXICO, MEXICO",POINT (-99.5576567 19.2290519),29789,15,054,0106,1260,1505401061260,Urbana,3832,1445,1953.0,3098.0,3131.0,1220.0,0.62,1200.0,1157.0,1082.0,1160.0,1112.0,1161.0,778.0,920.0,606.0,15.0,México,54.0,Metepec,33.2438820822,3.0656660491,43.2670615927,10.9653925528,6.1545818589,0.6304067140090381,30.097148785554708,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS4167-001,Woman,No,-,1/3/2004,"20,85",Ophthalmology,Ophthalmology,MEDIWORKS,S390 + Tonómetro de aplanación ,2024,S390L-J202401440-01-00010," $ 227 512,48 "," $ 10 417,24 ",17,340," $ 620,00 ",  1 020 ,1020,28," $ 28,00 ",,Micro,Micro,5%,0,1,1,2,Yes,Urban,3100,Center,Mexico,Ciudad de México,Benito Juárez,Ciudad de México,"Benito Juárez, Ciudad de México, Mexico",,https://hospitalangeles.com/medico/beatriz-eugenia-nader-ferrer,https://www.doctoralia.com.mx/beatriz-eugenia-nader-ferrer/oftalmologo/ciudad-de-mexico,,"MIGUEL LAURENT 17, Benito Juárez, Ciudad de México, Mexico",19.3739489,-99.1578956,"BENITO JUÁREZ, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1578956 19.3739489),13012,09,014,0001,076A,090140001076A,Urbana,4076,2130,2713.0,3680.0,3301.0,1715.0,0.54,1705.0,1566.0,1497.0,1302.0,1555.0,1642.0,1292.0,1289.0,711.0,9.0,Ciudad de México,14.0,Benito Juárez,7.8838259079,0.3122662478,32.5983279742,5.6773679634,2.8708930878,0.7372282608695652,31.798195571622923,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS4168-001,Man,No,-,1/6/1998,"26,60",Ophthalmology,Ophthalmology,icare,Icare IC 200,2024,2340BM211                      ," $ 113 154,60 "," $ 5 181,07 ",17,340," $ 620,00 ",  1 020 ,1020,28," $ 28,00 ",,Micro,Micro,55%,0,1,3,4,Yes,Urban,6760,Center,Mexico,Ciudad de México,Cuauhtémoc,Ciudad de México,"Cuauhtémoc, Ciudad de México, Mexico",,,https://www.researchgate.net/profile/Juan-Abel-Ramirez-Estudillo-2,,"TAXCO 35, Cuauhtémoc, Ciudad de México, Mexico",19.407537,-99.1657024,"CUAUHTÉMOC, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1657024 19.407537),13143,09,015,0001,1356,0901500011356,Urbana,3309,1620,2247.0,3091.0,2414.0,1418.0,0.57,1377.0,1156.0,1055.0,694.0,1193.0,1281.0,856.0,882.0,329.0,9.0,Ciudad de México,15.0,Cuauhtémoc,20.8925468273,2.4507531679,42.3169907628,12.6231730143,5.8782568889,0.7269492073762537,25.493428342695093,Alto,957.6363636363636
Paid Off,déc.-24,31/12/2024,2024,MS4180-001,Woman,Yes,-,1/8/2015,"9,42",Physiotherapy,Cardiology & Related,BTL,4825SL PREMIUM,2024,058P0B031392 ," $ 132 903,33 "," $ 6 085,32 ",39,780," $ 700,00 ",  2 340 ,4680,-, - ,,Small,Small,60%,0,3,6,9,No,Urban,21240,NorthWest,Mexico,Baja California,Mexicali,Mexicali,"Mexicali, Baja California, Mexico",https://www.instagram.com/momentum.mxli/,https://www.facebook.com/momentummxli/?locale=es_LA,https://www.instagram.com/ale_dltb12/,,"Calzada Cetys #1800, Mexicali, Baja California, Mexico",32.6529481,-115.3811915,"MEXICALI, BAJA CALIFORNIA, MEXICO","BAJA CALIFORNIA, MEXICO",POINT (-115.3811915 32.6529481),1289,02,002,0001,3884,0200200013884,Urbana,4472,1560,2336.0,3730.0,4096.0,1295.0,0.58,1294.0,1280.0,1173.0,1272.0,1199.0,1260.0,810.0,1062.0,705.0,2.0,Baja California,2.0,Mexicali,20.2190064344,1.0840310918,43.6786382379,10.725499836,10.8596706497,0.6262734584450402,31.87634755953226,Alto,
Active,sept.-24,30/9/2024,2024,MS4187-001,Woman,No,-,1/1/1993,"32,02",Ophthalmology,Ophthalmology,Optopol,Revo FC 130 + Modulo Biometría,2024,1935440/Y," $ 1 607 157,74 "," $ 73 587,81 ",17,340," $ 620,00 ",  1 020 ,1020,28," $ 28,00 ",,Micro,Micro,45%,0,1,4,5,Yes,Urban,94294,South,Mexico,Veracruz de Ignacio de la Llave,Boca del Río,Boca del RÍo,"Boca del Río, Veracruz de Ignacio de la Llave, Mexico",https://www.doctoralia.com.mx/cesar-enrique-calzada-aramburo/oftalmologo/boca-del-rio,,https://calzadaoftalmologiaintegral.com/,,"VIVERO 111, Boca del Río, Veracruz de Ignacio de la Llave, Mexico",19.1575631,-96.1115044,"BOCA DEL RÍO, VERACRUZ DE IGNACIO DE LA LLAVE, MEXICO","VERACRUZ DE IGNACIO DE LA LLAVE, MEXICO",POINT (-96.1115044 19.1575631),58115,30,028,0037,0642,3002800370642,Urbana,3808,1575,1898.0,3418.0,3015.0,1390.0,0.58,1380.0,1318.0,1202.0,1191.0,1208.0,1323.0,1171.0,849.0,299.0,30.0,Veracruz de Ignacio de la Llave,28.0,Boca del Río,35.0694762599,4.0003110746,50.5534102304,12.6692504114,14.6893374583,0.5552954944411936,25.926600950158264,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS4188-001,Man,No,-,1/12/2014,"10,09",Physiotherapy,Cardiology & Related,BTL,MAGNUM,2024,84400B000934," $ 404 462,44 "," $ 18 519,34 ",13,260," $ 700,00 ",  780 ,780,-, - ,,Micro,Micro,45%,0,1,4,5,No,Urban,3103,Center,Mexico,Ciudad de México,Benito Juárez,Ciudad de México,"Benito Juárez, Ciudad de México, Mexico",https://www.instagram.com/fisioabcdelvalle/?utm_source=qr&igsh=Y2F3Mmk4dm1sNGQ%3D,https://www.facebook.com/fisioabcdelvalle/,,,"CALLE SAN FRANCISCO 15, Benito Juárez, Ciudad de México, Mexico",19.3757343,-99.1749067,"BENITO JUÁREZ, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1749067 19.3757343),13010,09,014,0001,0721,0901400010721,Urbana,4471,1952,2685.0,4052.0,3528.0,1761.0,0.51,1747.0,1606.0,1521.0,1274.0,1521.0,1664.0,1369.0,1255.0,515.0,9.0,Ciudad de México,14.0,Benito Juárez,7.8838259079,0.3122662478,32.5983279742,5.6773679634,2.8708930878,0.6626357354392892,33.532002288664735,Alto,
Active,déc.-24,31/12/2024,2024,MS4194-001,Man,No,-,1/3/2010,"14,85",Odontology,Odontology,SIRONA,PRIMESCAN CONNECT,2024,"806439, 31100, 3-7320504"," $ 330 600,00 "," $ 15 137,36 ",16,320," $ 430,00 ",  960 ,960,32," $ 32,00 ",,Micro,Micro,60%,0,1,4,5,Yes,Semiurban,47600,West-Bajio,Mexico,Jalisco,Tepatitlán de Morelos,Tepatitlán de Morelos,"Tepatitlán de Morelos, Jalisco, Mexico",https://www.instagram.com/cd.hector_ramirez?igsh=NHF4MmdwcnRmcThq,https://www.facebook.com/profile.php?id=100010829502807,https://www.doctoralia.com.mx/hector-ramirez-gonzalez/dentista-odontologo/tepatitlan-de-morelos,,"CALLE MOCTEZUMA 147, Tepatitlán de Morelos, Jalisco, Mexico",20.8151477,-102.758809,"TEPATITLÁN DE MORELOS, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-102.758809 20.8151477),25962,14,093,0001,0139,1409300010139,Urbana,2470,1281,1289.0,2139.0,1753.0,801.0,0.63,792.0,751.0,568.0,468.0,415.0,569.0,701.0,235.0,122.0,14.0,Jalisco,93.0,Tepatitlán de Morelos,28.9343009115,2.2091548777,49.6089082095,10.277757489,18.8655525041,0.6026180458158018,10.16880269278434,Medio,
